Agency,Site,Date,Discharge,Letter
USGS,2358000,3/13/1981,14700,A
USGS,2358000,3/14/1981,13400,A
USGS,2358000,3/15/1981,12000,A
USGS,2358000,3/16/1981,11800,A
USGS,2358000,3/17/1981,12600,A
USGS,2358000,3/18/1981,14000,A
USGS,2358000,3/19/1981,12900,A
USGS,2358000,3/20/1981,12100,A
USGS,2358000,3/21/1981,12300,A
USGS,2358000,3/22/1981,13500,A
USGS,2358000,3/23/1981,14900,A
USGS,2358000,3/24/1981,14300,A
USGS,2358000,3/25/1981,13000,A
USGS,2358000,3/26/1981,13300,A
USGS,2358000,3/27/1981,13600,A
USGS,2358000,3/28/1981,13400,A
USGS,2358000,3/29/1981,13300,A
USGS,2358000,3/30/1981,13800,A
USGS,2358000,3/31/1981,17700,A
USGS,2358000,4/1/1981,19400,A
USGS,2358000,4/2/1981,20900,A
USGS,2358000,4/3/1981,62100,A
USGS,2358000,4/4/1981,77200,A
USGS,2358000,4/5/1981,65000,A
USGS,2358000,4/6/1981,52000,A
USGS,2358000,4/7/1981,47200,A
USGS,2358000,4/8/1981,41700,A
USGS,2358000,4/9/1981,40700,A
USGS,2358000,4/10/1981,33100,A
USGS,2358000,4/11/1981,19400,A
USGS,2358000,4/12/1981,15000,A
USGS,2358000,4/13/1981,13100,A
USGS,2358000,4/14/1981,12900,A
USGS,2358000,4/15/1981,13400,A
USGS,2358000,4/16/1981,13000,A
USGS,2358000,4/17/1981,12700,A
USGS,2358000,4/18/1981,12600,A
USGS,2358000,4/19/1981,12700,A
USGS,2358000,4/20/1981,12400,A
USGS,2358000,4/21/1981,12400,A
USGS,2358000,4/22/1981,12400,A
USGS,2358000,4/23/1981,12200,A
USGS,2358000,4/24/1981,12300,A
USGS,2358000,4/25/1981,12200,A
USGS,2358000,4/26/1981,12200,A
USGS,2358000,4/27/1981,12300,A
USGS,2358000,4/28/1981,12000,A
USGS,2358000,4/29/1981,11800,A
USGS,2358000,4/30/1981,11400,A
USGS,2358000,5/1/1981,11100,A
USGS,2358000,5/2/1981,10800,A
USGS,2358000,5/3/1981,10800,A
USGS,2358000,5/4/1981,10800,A
USGS,2358000,5/5/1981,10700,A
USGS,2358000,5/6/1981,10800,A
USGS,2358000,5/7/1981,10800,A
USGS,2358000,5/8/1981,10700,A
USGS,2358000,5/9/1981,10700,A
USGS,2358000,5/10/1981,10700,A
USGS,2358000,5/11/1981,10600,A
USGS,2358000,5/12/1981,10300,A
USGS,2358000,5/13/1981,10000,A
USGS,2358000,5/14/1981,9980,A
USGS,2358000,5/15/1981,10100,A
USGS,2358000,5/16/1981,10200,A
USGS,2358000,5/17/1981,10100,A
USGS,2358000,5/18/1981,10100,A
USGS,2358000,5/19/1981,10300,A
USGS,2358000,5/20/1981,10700,A
USGS,2358000,5/21/1981,10400,A
USGS,2358000,5/22/1981,10300,A
USGS,2358000,5/23/1981,10300,A
USGS,2358000,5/24/1981,10200,A
USGS,2358000,5/25/1981,10100,A
USGS,2358000,5/26/1981,10100,A
USGS,2358000,5/27/1981,10200,A
USGS,2358000,5/28/1981,10500,A
USGS,2358000,5/29/1981,10200,A
USGS,2358000,5/30/1981,10000,A
USGS,2358000,5/31/1981,10000,A
USGS,2358000,6/1/1981,10100,A
USGS,2358000,6/2/1981,10100,A
USGS,2358000,6/3/1981,10100,A
USGS,2358000,6/4/1981,10100,A
USGS,2358000,6/5/1981,10000,A
USGS,2358000,6/6/1981,10100,A
USGS,2358000,6/7/1981,10100,A
USGS,2358000,6/8/1981,10200,A
USGS,2358000,6/9/1981,10200,A
USGS,2358000,6/10/1981,10100,A
USGS,2358000,6/11/1981,10000,A
USGS,2358000,6/12/1981,10200,A
USGS,2358000,6/13/1981,10500,A
USGS,2358000,6/14/1981,10200,A
USGS,2358000,6/15/1981,10300,A
USGS,2358000,6/16/1981,10500,A
USGS,2358000,6/17/1981,10200,A
USGS,2358000,6/18/1981,10200,A
USGS,2358000,6/19/1981,10500,A
USGS,2358000,6/20/1981,10600,A
USGS,2358000,6/21/1981,10300,A
USGS,2358000,6/22/1981,10200,A
USGS,2358000,6/23/1981,10100,A
USGS,2358000,6/24/1981,10100,A
USGS,2358000,6/25/1981,10000,A
USGS,2358000,6/26/1981,10200,A
USGS,2358000,6/27/1981,10300,A
USGS,2358000,6/28/1981,10300,A
USGS,2358000,6/29/1981,10200,A
USGS,2358000,6/30/1981,10300,A
USGS,2358000,7/1/1981,10600,A
USGS,2358000,7/2/1981,10400,A
USGS,2358000,7/3/1981,10200,A
USGS,2358000,7/4/1981,10200,A
USGS,2358000,7/5/1981,10100,A
USGS,2358000,7/6/1981,10100,A
USGS,2358000,7/7/1981,10100,A
USGS,2358000,7/8/1981,9980,A
USGS,2358000,7/9/1981,9290,A
USGS,2358000,7/10/1981,9370,A
USGS,2358000,7/11/1981,9690,A
USGS,2358000,7/12/1981,9670,A
USGS,2358000,7/13/1981,9690,A
USGS,2358000,7/14/1981,9570,A
USGS,2358000,7/15/1981,9490,A
USGS,2358000,7/16/1981,9530,A
USGS,2358000,7/17/1981,9460,A
USGS,2358000,7/18/1981,9530,A
USGS,2358000,7/19/1981,9750,A
USGS,2358000,7/20/1981,9430,A
USGS,2358000,7/21/1981,9420,A
USGS,2358000,7/22/1981,9370,A
USGS,2358000,7/23/1981,9380,A
USGS,2358000,7/24/1981,9530,A
USGS,2358000,7/25/1981,9490,A
USGS,2358000,7/26/1981,9510,A
USGS,2358000,7/27/1981,9270,A
USGS,2358000,7/28/1981,9150,A
USGS,2358000,7/29/1981,9210,A
USGS,2358000,7/30/1981,9430,A
USGS,2358000,7/31/1981,9480,A
USGS,2358000,8/1/1981,9430,A
USGS,2358000,8/2/1981,9460,A
USGS,2358000,8/3/1981,9320,A
USGS,2358000,8/4/1981,9420,A
USGS,2358000,8/5/1981,9430,A
USGS,2358000,8/6/1981,9320,A
USGS,2358000,8/7/1981,9130,A
USGS,2358000,8/8/1981,9180,A
USGS,2358000,8/9/1981,9380,A
USGS,2358000,8/10/1981,9540,A
USGS,2358000,8/11/1981,9510,A
USGS,2358000,8/12/1981,9460,A
USGS,2358000,8/13/1981,9460,A
USGS,2358000,8/14/1981,9210,A
USGS,2358000,8/15/1981,9240,A
USGS,2358000,8/16/1981,9270,A
USGS,2358000,8/17/1981,9260,A
USGS,2358000,8/18/1981,8850,A
USGS,2358000,8/19/1981,9430,A
USGS,2358000,8/20/1981,9480,A
USGS,2358000,8/21/1981,8930,A
USGS,2358000,8/22/1981,8920,A
USGS,2358000,8/23/1981,9010,A
USGS,2358000,8/24/1981,9070,A
USGS,2358000,8/25/1981,9120,A
USGS,2358000,8/26/1981,9060,A
USGS,2358000,8/27/1981,9250,A
USGS,2358000,8/28/1981,9410,A
USGS,2358000,8/29/1981,9170,A
USGS,2358000,8/30/1981,9150,A
USGS,2358000,8/31/1981,9340,A
USGS,2358000,9/1/1981,9410,A
USGS,2358000,9/2/1981,9520,A
USGS,2358000,9/3/1981,9300,A
USGS,2358000,9/4/1981,9120,A
USGS,2358000,9/5/1981,9240,A
USGS,2358000,9/6/1981,9300,A
USGS,2358000,9/7/1981,9490,A
USGS,2358000,9/8/1981,9520,A
USGS,2358000,9/9/1981,9360,A
USGS,2358000,9/10/1981,9020,A
USGS,2358000,9/11/1981,8900,A
USGS,2358000,9/12/1981,9140,A
USGS,2358000,9/13/1981,9550,A
USGS,2358000,9/14/1981,9690,A
USGS,2358000,9/15/1981,9680,A
USGS,2358000,9/16/1981,9350,A
USGS,2358000,9/17/1981,9050,A
USGS,2358000,9/18/1981,9040,A
USGS,2358000,9/19/1981,8960,A
USGS,2358000,9/20/1981,9070,A
USGS,2358000,9/21/1981,8850,A
USGS,2358000,9/22/1981,9270,A
USGS,2358000,9/23/1981,8810,A
USGS,2358000,9/24/1981,8490,A
USGS,2358000,9/25/1981,8490,A
USGS,2358000,9/26/1981,8480,A
USGS,2358000,9/27/1981,8480,A
USGS,2358000,9/28/1981,8480,A
USGS,2358000,9/29/1981,8470,A
USGS,2358000,9/30/1981,8450,A
USGS,2358000,10/1/1981,8440,A
USGS,2358000,10/2/1981,8450,A
USGS,2358000,10/3/1981,8460,A
USGS,2358000,10/4/1981,8460,A
USGS,2358000,10/5/1981,7900,A
USGS,2358000,10/6/1981,7400,A
USGS,2358000,10/7/1981,7260,A
USGS,2358000,10/8/1981,7280,A
USGS,2358000,10/9/1981,7280,A
USGS,2358000,10/10/1981,7280,A
USGS,2358000,10/11/1981,7280,A
USGS,2358000,10/12/1981,7280,A
USGS,2358000,10/13/1981,7280,A
USGS,2358000,10/14/1981,7400,A
USGS,2358000,10/15/1981,7400,A
USGS,2358000,10/16/1981,7400,A
USGS,2358000,10/17/1981,7440,A
USGS,2358000,10/18/1981,7420,A
USGS,2358000,10/19/1981,7460,A
USGS,2358000,10/20/1981,6800,A
USGS,2358000,10/21/1981,6280,A
USGS,2358000,10/22/1981,6750,A
USGS,2358000,10/23/1981,6630,A
USGS,2358000,10/24/1981,6860,A
USGS,2358000,10/25/1981,6120,A
USGS,2358000,10/26/1981,6590,A
USGS,2358000,10/27/1981,6260,A
USGS,2358000,10/28/1981,5960,A
USGS,2358000,10/29/1981,5780,A
USGS,2358000,10/30/1981,5650,A
USGS,2358000,10/31/1981,5960,A
USGS,2358000,11/1/1981,5600,A
USGS,2358000,11/2/1981,5890,A
USGS,2358000,11/3/1981,5580,A
USGS,2358000,11/4/1981,5470,A
USGS,2358000,11/5/1981,5380,A
USGS,2358000,11/6/1981,5980,A
USGS,2358000,11/7/1981,5870,A
USGS,2358000,11/8/1981,5280,A
USGS,2358000,11/9/1981,5780,A
USGS,2358000,11/10/1981,5760,A
USGS,2358000,11/11/1981,5910,A
USGS,2358000,11/12/1981,5910,A
USGS,2358000,11/13/1981,5850,A
USGS,2358000,11/14/1981,5670,A
USGS,2358000,11/15/1981,5110,A
USGS,2358000,11/16/1981,5780,A
USGS,2358000,11/17/1981,5690,A
USGS,2358000,11/18/1981,5800,A
USGS,2358000,11/19/1981,5710,A
USGS,2358000,11/20/1981,5690,A
USGS,2358000,11/21/1981,5650,A
USGS,2358000,11/22/1981,5060,A
USGS,2358000,11/23/1981,5670,A
USGS,2358000,11/24/1981,5620,A
USGS,2358000,11/25/1981,5580,A
USGS,2358000,11/26/1981,5450,A
USGS,2358000,11/27/1981,5560,A
USGS,2358000,11/28/1981,5510,A
USGS,2358000,11/29/1981,4980,A
USGS,2358000,11/30/1981,5620,A
USGS,2358000,12/1/1981,5740,A
USGS,2358000,12/2/1981,5650,A
USGS,2358000,12/3/1981,5490,A
USGS,2358000,12/4/1981,5490,A
USGS,2358000,12/5/1981,5510,A
USGS,2358000,12/6/1981,5150,A
USGS,2358000,12/7/1981,6510,A
USGS,2358000,12/8/1981,9230,A
USGS,2358000,12/9/1981,9870,A
USGS,2358000,12/10/1981,8210,A
USGS,2358000,12/11/1981,6710,A
USGS,2358000,12/12/1981,6590,A
USGS,2358000,12/13/1981,6490,A
USGS,2358000,12/14/1981,6840,A
USGS,2358000,12/15/1981,7160,A
USGS,2358000,12/16/1981,6920,A
USGS,2358000,12/17/1981,6490,A
USGS,2358000,12/18/1981,6400,A
USGS,2358000,12/19/1981,6470,A
USGS,2358000,12/20/1981,6490,A
USGS,2358000,12/21/1981,6510,A
USGS,2358000,12/22/1981,6630,A
USGS,2358000,12/23/1981,6550,A
USGS,2358000,12/24/1981,6550,A
USGS,2358000,12/25/1981,6730,A
USGS,2358000,12/26/1981,6790,A
USGS,2358000,12/27/1981,6730,A
USGS,2358000,12/28/1981,8620,A
USGS,2358000,12/29/1981,13200,A
USGS,2358000,12/30/1981,16100,A
USGS,2358000,12/31/1981,18200,A
USGS,2358000,1/1/1982,28900,A
USGS,2358000,1/2/1982,33200,A
USGS,2358000,1/3/1982,32600,A
USGS,2358000,1/4/1982,33600,A
USGS,2358000,1/5/1982,37500,A
USGS,2358000,1/6/1982,37700,A
USGS,2358000,1/7/1982,37700,A
USGS,2358000,1/8/1982,42500,A
USGS,2358000,1/9/1982,43000,A
USGS,2358000,1/10/1982,36800,A
USGS,2358000,1/11/1982,32400,A
USGS,2358000,1/12/1982,29800,A
USGS,2358000,1/13/1982,30200,A
USGS,2358000,1/14/1982,33300,A
USGS,2358000,1/15/1982,33500,A
USGS,2358000,1/16/1982,31500,A
USGS,2358000,1/17/1982,34500,A
USGS,2358000,1/18/1982,30100,A
USGS,2358000,1/19/1982,25900,A
USGS,2358000,1/20/1982,22600,A
USGS,2358000,1/21/1982,25400,A
USGS,2358000,1/22/1982,24100,A
USGS,2358000,1/23/1982,20000,A
USGS,2358000,1/24/1982,17500,A
USGS,2358000,1/25/1982,17100,A
USGS,2358000,1/26/1982,18800,A
USGS,2358000,1/27/1982,19000,A
USGS,2358000,1/28/1982,19000,A
USGS,2358000,1/29/1982,17900,A
USGS,2358000,1/30/1982,16600,A
USGS,2358000,1/31/1982,17200,A
USGS,2358000,2/1/1982,17200,A
USGS,2358000,2/2/1982,18600,A
USGS,2358000,2/3/1982,34400,A
USGS,2358000,2/4/1982,65200,A
USGS,2358000,2/5/1982,79800,A
USGS,2358000,2/6/1982,79800,A
USGS,2358000,2/7/1982,78000,A
USGS,2358000,2/8/1982,73800,A
USGS,2358000,2/9/1982,62400,A
USGS,2358000,2/10/1982,56800,A
USGS,2358000,2/11/1982,46600,A
USGS,2358000,2/12/1982,52000,A
USGS,2358000,2/13/1982,57200,A
USGS,2358000,2/14/1982,51200,A
USGS,2358000,2/15/1982,46900,A
USGS,2358000,2/16/1982,44600,A
USGS,2358000,2/17/1982,50700,A
USGS,2358000,2/18/1982,54300,A
USGS,2358000,2/19/1982,53500,A
USGS,2358000,2/20/1982,48800,A
USGS,2358000,2/21/1982,47700,A
USGS,2358000,2/22/1982,47300,A
USGS,2358000,2/23/1982,46100,A
USGS,2358000,2/24/1982,43300,A
USGS,2358000,2/25/1982,38300,A
USGS,2358000,2/26/1982,30200,A
USGS,2358000,2/27/1982,21900,A
USGS,2358000,2/28/1982,18000,A
USGS,2358000,3/1/1982,18600,A
USGS,2358000,3/2/1982,21700,A
USGS,2358000,3/3/1982,24600,A
USGS,2358000,3/4/1982,24300,A
USGS,2358000,3/5/1982,22100,A
USGS,2358000,3/6/1982,22900,A
USGS,2358000,3/7/1982,21200,A
USGS,2358000,3/8/1982,21900,A
USGS,2358000,3/9/1982,31000,A
USGS,2358000,3/10/1982,35400,A
USGS,2358000,3/11/1982,35800,A
USGS,2358000,3/12/1982,33600,A
USGS,2358000,3/13/1982,25800,A
USGS,2358000,3/14/1982,20500,A
USGS,2358000,3/15/1982,19400,A
USGS,2358000,3/16/1982,19000,A
USGS,2358000,3/17/1982,18000,A
USGS,2358000,3/18/1982,21700,A
USGS,2358000,3/19/1982,22400,A
USGS,2358000,3/20/1982,17300,A
USGS,2358000,3/21/1982,16300,A
USGS,2358000,3/22/1982,17100,A
USGS,2358000,3/23/1982,23100,A
USGS,2358000,3/24/1982,24800,A
USGS,2358000,3/25/1982,24300,A
USGS,2358000,3/26/1982,23600,A
USGS,2358000,3/27/1982,19400,A
USGS,2358000,3/28/1982,16000,A
USGS,2358000,3/29/1982,15000,A
USGS,2358000,3/30/1982,16000,A
USGS,2358000,3/31/1982,15200,A
USGS,2358000,4/1/1982,13600,A
USGS,2358000,4/2/1982,13000,A
USGS,2358000,4/3/1982,13800,A
USGS,2358000,4/4/1982,13800,A
USGS,2358000,4/5/1982,14000,A
USGS,2358000,4/6/1982,14700,A
USGS,2358000,4/7/1982,18400,A
USGS,2358000,4/8/1982,20500,A
USGS,2358000,4/9/1982,25000,A
USGS,2358000,4/10/1982,31600,A
USGS,2358000,4/11/1982,31600,A
USGS,2358000,4/12/1982,23800,A
USGS,2358000,4/13/1982,21700,A
USGS,2358000,4/14/1982,19200,A
USGS,2358000,4/15/1982,20100,A
USGS,2358000,4/16/1982,22000,A
USGS,2358000,4/17/1982,17300,A
USGS,2358000,4/18/1982,16300,A
USGS,2358000,4/19/1982,16600,A
USGS,2358000,4/20/1982,16800,A
USGS,2358000,4/21/1982,24500,A
USGS,2358000,4/22/1982,29300,A
USGS,2358000,4/23/1982,26300,A
USGS,2358000,4/24/1982,25100,A
USGS,2358000,4/25/1982,28900,A
USGS,2358000,4/26/1982,35000,A
USGS,2358000,4/27/1982,39000,A
USGS,2358000,4/28/1982,44000,A
USGS,2358000,4/29/1982,48000,A
USGS,2358000,4/30/1982,50000,A
USGS,2358000,5/1/1982,35000,A
USGS,2358000,5/2/1982,30200,A
USGS,2358000,5/3/1982,28300,A
USGS,2358000,5/4/1982,27400,A
USGS,2358000,5/5/1982,28000,A
USGS,2358000,5/6/1982,20600,A
USGS,2358000,5/7/1982,17400,A
USGS,2358000,5/8/1982,18000,A
USGS,2358000,5/9/1982,17100,A
USGS,2358000,5/10/1982,17600,A
USGS,2358000,5/11/1982,17800,A
USGS,2358000,5/12/1982,16800,A
USGS,2358000,5/13/1982,16700,A
USGS,2358000,5/14/1982,19900,A
USGS,2358000,5/15/1982,19300,A
USGS,2358000,5/16/1982,16300,A
USGS,2358000,5/17/1982,15300,A
USGS,2358000,5/18/1982,14800,A
USGS,2358000,5/19/1982,14300,A
USGS,2358000,5/20/1982,14000,A
USGS,2358000,5/21/1982,13500,A
USGS,2358000,5/22/1982,13400,A
USGS,2358000,5/23/1982,13500,A
USGS,2358000,5/24/1982,13500,A
USGS,2358000,5/25/1982,14000,A
USGS,2358000,5/26/1982,14300,A
USGS,2358000,5/27/1982,14300,A
USGS,2358000,5/28/1982,14300,A
USGS,2358000,5/29/1982,14600,A
USGS,2358000,5/30/1982,16800,A
USGS,2358000,5/31/1982,17200,A
USGS,2358000,6/1/1982,17000,A
USGS,2358000,6/2/1982,17800,A
USGS,2358000,6/3/1982,18400,A
USGS,2358000,6/4/1982,18000,A
USGS,2358000,6/5/1982,16800,A
USGS,2358000,6/6/1982,16000,A
USGS,2358000,6/7/1982,15000,A
USGS,2358000,6/8/1982,14200,A
USGS,2358000,6/9/1982,13100,A
USGS,2358000,6/10/1982,14600,A
USGS,2358000,6/11/1982,19300,A
USGS,2358000,6/12/1982,14300,A
USGS,2358000,6/13/1982,13100,A
USGS,2358000,6/14/1982,12900,A
USGS,2358000,6/15/1982,12800,A
USGS,2358000,6/16/1982,12300,A
USGS,2358000,6/17/1982,12200,A
USGS,2358000,6/18/1982,12300,A
USGS,2358000,6/19/1982,12500,A
USGS,2358000,6/20/1982,12300,A
USGS,2358000,6/21/1982,12400,A
USGS,2358000,6/22/1982,12500,A
USGS,2358000,6/23/1982,12500,A
USGS,2358000,6/24/1982,12600,A
USGS,2358000,6/25/1982,12600,A
USGS,2358000,6/26/1982,12700,A
USGS,2358000,6/27/1982,12600,A
USGS,2358000,6/28/1982,12600,A
USGS,2358000,6/29/1982,12600,A
USGS,2358000,6/30/1982,12500,A
USGS,2358000,7/1/1982,12500,A
USGS,2358000,7/2/1982,12400,A
USGS,2358000,7/3/1982,12300,A
USGS,2358000,7/4/1982,12100,A
USGS,2358000,7/5/1982,11800,A
USGS,2358000,7/6/1982,11800,A
USGS,2358000,7/7/1982,11900,A
USGS,2358000,7/8/1982,11700,A
USGS,2358000,7/9/1982,11500,A
USGS,2358000,7/10/1982,11700,A
USGS,2358000,7/11/1982,11600,A
USGS,2358000,7/12/1982,11600,A
USGS,2358000,7/13/1982,11500,A
USGS,2358000,7/14/1982,11500,A
USGS,2358000,7/15/1982,12000,A
USGS,2358000,7/16/1982,13300,A
USGS,2358000,7/17/1982,14100,A
USGS,2358000,7/18/1982,13500,A
USGS,2358000,7/19/1982,17200,A
USGS,2358000,7/20/1982,18300,A
USGS,2358000,7/21/1982,19500,A
USGS,2358000,7/22/1982,21000,A
USGS,2358000,7/23/1982,21400,A
USGS,2358000,7/24/1982,26700,A
USGS,2358000,7/25/1982,20000,A
USGS,2358000,7/26/1982,19900,A
USGS,2358000,7/27/1982,21100,A
USGS,2358000,7/28/1982,22800,A
USGS,2358000,7/29/1982,22900,A
USGS,2358000,7/30/1982,22900,A
USGS,2358000,7/31/1982,22000,A
USGS,2358000,8/1/1982,21000,A
USGS,2358000,8/2/1982,22900,A
USGS,2358000,8/3/1982,30800,A
USGS,2358000,8/4/1982,31100,A
USGS,2358000,8/5/1982,31200,A
USGS,2358000,8/6/1982,31000,A
USGS,2358000,8/7/1982,22600,A
USGS,2358000,8/8/1982,19300,A
USGS,2358000,8/9/1982,18300,A
USGS,2358000,8/10/1982,17800,A
USGS,2358000,8/11/1982,19300,A
USGS,2358000,8/12/1982,23700,A
USGS,2358000,8/13/1982,27500,A
USGS,2358000,8/14/1982,21900,A
USGS,2358000,8/15/1982,19100,A
USGS,2358000,8/16/1982,18900,A
USGS,2358000,8/17/1982,19900,A
USGS,2358000,8/18/1982,21100,A
USGS,2358000,8/19/1982,22400,A
USGS,2358000,8/20/1982,22700,A
USGS,2358000,8/21/1982,19200,A
USGS,2358000,8/22/1982,18700,A
USGS,2358000,8/23/1982,19000,A
USGS,2358000,8/24/1982,19000,A
USGS,2358000,8/25/1982,21400,A
USGS,2358000,8/26/1982,20800,A
USGS,2358000,8/27/1982,18200,A
USGS,2358000,8/28/1982,14700,A
USGS,2358000,8/29/1982,14500,A
USGS,2358000,8/30/1982,14400,A
USGS,2358000,8/31/1982,12900,A
USGS,2358000,9/1/1982,13100,A
USGS,2358000,9/2/1982,13600,A
USGS,2358000,9/3/1982,13700,A
USGS,2358000,9/4/1982,13800,A
USGS,2358000,9/5/1982,13800,A
USGS,2358000,9/6/1982,12900,A
USGS,2358000,9/7/1982,12600,A
USGS,2358000,9/8/1982,12500,A
USGS,2358000,9/9/1982,13300,A
USGS,2358000,9/10/1982,13800,A
USGS,2358000,9/11/1982,13700,A
USGS,2358000,9/12/1982,13600,A
USGS,2358000,9/13/1982,13800,A
USGS,2358000,9/14/1982,13800,A
USGS,2358000,9/15/1982,13700,A
USGS,2358000,9/16/1982,13900,A
USGS,2358000,9/17/1982,15000,A
USGS,2358000,9/18/1982,14200,A
USGS,2358000,9/19/1982,13900,A
USGS,2358000,9/20/1982,13900,A
USGS,2358000,9/21/1982,13800,A
USGS,2358000,9/22/1982,13800,A
USGS,2358000,9/23/1982,13800,A
USGS,2358000,9/24/1982,13200,A
USGS,2358000,9/25/1982,12500,A
USGS,2358000,9/26/1982,12400,A
USGS,2358000,9/27/1982,12300,A
USGS,2358000,9/28/1982,12300,A
USGS,2358000,9/29/1982,12300,A
USGS,2358000,9/30/1982,12400,A
USGS,2358000,10/1/1982,12300,A
USGS,2358000,10/2/1982,12200,A
USGS,2358000,10/3/1982,12200,A
USGS,2358000,10/4/1982,12300,A
USGS,2358000,10/5/1982,12200,A
USGS,2358000,10/6/1982,12400,A
USGS,2358000,10/7/1982,12300,A
USGS,2358000,10/8/1982,12600,A
USGS,2358000,10/9/1982,12800,A
USGS,2358000,10/10/1982,12300,A
USGS,2358000,10/11/1982,12300,A
USGS,2358000,10/12/1982,12300,A
USGS,2358000,10/13/1982,12400,A
USGS,2358000,10/14/1982,12300,A
USGS,2358000,10/15/1982,12600,A
USGS,2358000,10/16/1982,12800,A
USGS,2358000,10/17/1982,12600,A
USGS,2358000,10/18/1982,12600,A
USGS,2358000,10/19/1982,12500,A
USGS,2358000,10/20/1982,12500,A
USGS,2358000,10/21/1982,12500,A
USGS,2358000,10/22/1982,12500,A
USGS,2358000,10/23/1982,12600,A
USGS,2358000,10/24/1982,12200,A
USGS,2358000,10/25/1982,12300,A
USGS,2358000,10/26/1982,12200,A
USGS,2358000,10/27/1982,12600,A
USGS,2358000,10/28/1982,12200,A
USGS,2358000,10/29/1982,12300,A
USGS,2358000,10/30/1982,12300,A
USGS,2358000,10/31/1982,12200,A
USGS,2358000,11/1/1982,12300,A
USGS,2358000,11/2/1982,12200,A
USGS,2358000,11/3/1982,12300,A
USGS,2358000,11/4/1982,12500,A
USGS,2358000,11/5/1982,12500,A
USGS,2358000,11/6/1982,12800,A
USGS,2358000,11/7/1982,12300,A
USGS,2358000,11/8/1982,12300,A
USGS,2358000,11/9/1982,12300,A
USGS,2358000,11/10/1982,12400,A
USGS,2358000,11/11/1982,12500,A
USGS,2358000,11/12/1982,12700,A
USGS,2358000,11/13/1982,13000,A
USGS,2358000,11/14/1982,13100,A
USGS,2358000,11/15/1982,13300,A
USGS,2358000,11/16/1982,13400,A
USGS,2358000,11/17/1982,13300,A
USGS,2358000,11/18/1982,13200,A
USGS,2358000,11/19/1982,14000,A
USGS,2358000,11/20/1982,12600,A
USGS,2358000,11/21/1982,12500,A
USGS,2358000,11/22/1982,12500,A
USGS,2358000,11/23/1982,12500,A
USGS,2358000,11/24/1982,12500,A
USGS,2358000,11/25/1982,12400,A
USGS,2358000,11/26/1982,12400,A
USGS,2358000,11/27/1982,12400,A
USGS,2358000,11/28/1982,12400,A
USGS,2358000,11/29/1982,13400,A
USGS,2358000,11/30/1982,13700,A
USGS,2358000,12/1/1982,14700,A
USGS,2358000,12/2/1982,17900,A
USGS,2358000,12/3/1982,18700,A
USGS,2358000,12/4/1982,24800,A
USGS,2358000,12/5/1982,34600,A
USGS,2358000,12/6/1982,42700,A
USGS,2358000,12/7/1982,42300,A
USGS,2358000,12/8/1982,41700,A
USGS,2358000,12/9/1982,41700,A
USGS,2358000,12/10/1982,40000,A
USGS,2358000,12/11/1982,37400,A
USGS,2358000,12/12/1982,44000,A
USGS,2358000,12/13/1982,45700,A
USGS,2358000,12/14/1982,45800,A
USGS,2358000,12/15/1982,45900,A
USGS,2358000,12/16/1982,46100,A
USGS,2358000,12/17/1982,46100,A
USGS,2358000,12/18/1982,45500,A
USGS,2358000,12/19/1982,40600,A
USGS,2358000,12/20/1982,34400,A
USGS,2358000,12/21/1982,34900,A
USGS,2358000,12/22/1982,37200,A
USGS,2358000,12/23/1982,34000,A
USGS,2358000,12/24/1982,28100,A
USGS,2358000,12/25/1982,26800,A
USGS,2358000,12/26/1982,24300,A
USGS,2358000,12/27/1982,23000,A
USGS,2358000,12/28/1982,22700,A
USGS,2358000,12/29/1982,29200,A
USGS,2358000,12/30/1982,41600,A
USGS,2358000,12/31/1982,52000,A
USGS,2358000,1/1/1983,51700,A
USGS,2358000,1/2/1983,45800,A
USGS,2358000,1/3/1983,45300,A
USGS,2358000,1/4/1983,52900,A
USGS,2358000,1/5/1983,57400,A
USGS,2358000,1/6/1983,58100,A
USGS,2358000,1/7/1983,54400,A
USGS,2358000,1/8/1983,52700,A
USGS,2358000,1/9/1983,49200,A
USGS,2358000,1/10/1983,46000,A
USGS,2358000,1/11/1983,43100,A
USGS,2358000,1/12/1983,38900,A
USGS,2358000,1/13/1983,35700,A
USGS,2358000,1/14/1983,29800,A
USGS,2358000,1/15/1983,27700,A
USGS,2358000,1/16/1983,25500,A
USGS,2358000,1/17/1983,23100,A
USGS,2358000,1/18/1983,26800,A
USGS,2358000,1/19/1983,27600,A
USGS,2358000,1/20/1983,28400,A
USGS,2358000,1/21/1983,30400,A
USGS,2358000,1/22/1983,25500,A
USGS,2358000,1/23/1983,28700,A
USGS,2358000,1/24/1983,30400,A
USGS,2358000,1/25/1983,37900,A
USGS,2358000,1/26/1983,32200,A
USGS,2358000,1/27/1983,31100,A
USGS,2358000,1/28/1983,36900,A
USGS,2358000,1/29/1983,32200,A
USGS,2358000,1/30/1983,24800,A
USGS,2358000,1/31/1983,23400,A
USGS,2358000,2/1/1983,27200,A
USGS,2358000,2/2/1983,42400,A
USGS,2358000,2/3/1983,53800,A
USGS,2358000,2/4/1983,50200,A
USGS,2358000,2/5/1983,48500,A
USGS,2358000,2/6/1983,47900,A
USGS,2358000,2/7/1983,42600,A
USGS,2358000,2/8/1983,49600,A
USGS,2358000,2/9/1983,51300,A
