Agency,Site,Date,Discharge,Letter
USGS,2358000,10/1/1950,9210,A
USGS,2358000,10/2/1950,9190,A
USGS,2358000,10/3/1950,8500,A
USGS,2358000,10/4/1950,8030,A
USGS,2358000,10/5/1950,8330,A
USGS,2358000,10/6/1950,8710,A
USGS,2358000,10/7/1950,8560,A
USGS,2358000,10/8/1950,8480,A
USGS,2358000,10/9/1950,8430,A
USGS,2358000,10/10/1950,8010,A
USGS,2358000,10/11/1950,7650,A
USGS,2358000,10/12/1950,7610,A
USGS,2358000,10/13/1950,7880,A
USGS,2358000,10/14/1950,7860,A
USGS,2358000,10/15/1950,7800,A
USGS,2358000,10/16/1950,7860,A
USGS,2358000,10/17/1950,7480,A
USGS,2358000,10/18/1950,7280,A
USGS,2358000,10/19/1950,7480,A
USGS,2358000,10/20/1950,7880,A
USGS,2358000,10/21/1950,8330,A
USGS,2358000,10/22/1950,8690,A
USGS,2358000,10/23/1950,10000,A
USGS,2358000,10/24/1950,11800,A
USGS,2358000,10/25/1950,12700,A
USGS,2358000,10/26/1950,13900,A
USGS,2358000,10/27/1950,12800,A
USGS,2358000,10/28/1950,10800,A
USGS,2358000,10/29/1950,9640,A
USGS,2358000,10/30/1950,9130,A
USGS,2358000,10/31/1950,8520,A
USGS,2358000,11/1/1950,8080,A
USGS,2358000,11/2/1950,8280,A
USGS,2358000,11/3/1950,8640,A
USGS,2358000,11/4/1950,8330,A
USGS,2358000,11/5/1950,8600,A
USGS,2358000,11/6/1950,8940,A
USGS,2358000,11/7/1950,8690,A
USGS,2358000,11/8/1950,8080,A
USGS,2358000,11/9/1950,7930,A
USGS,2358000,11/10/1950,8540,A
USGS,2358000,11/11/1950,8880,A
USGS,2358000,11/12/1950,9130,A
USGS,2358000,11/13/1950,9300,A
USGS,2358000,11/14/1950,8810,A
USGS,2358000,11/15/1950,8290,A
USGS,2358000,11/16/1950,8860,A
USGS,2358000,11/17/1950,9280,A
USGS,2358000,11/18/1950,9530,A
USGS,2358000,11/19/1950,9600,A
USGS,2358000,11/20/1950,9420,A
USGS,2358000,11/21/1950,8900,A
USGS,2358000,11/22/1950,8160,A
USGS,2358000,11/23/1950,8370,A
USGS,2358000,11/24/1950,9400,A
USGS,2358000,11/25/1950,9380,A
USGS,2358000,11/26/1950,9130,A
USGS,2358000,11/27/1950,8830,A
USGS,2358000,11/28/1950,9090,A
USGS,2358000,11/29/1950,8810,A
USGS,2358000,11/30/1950,8370,A
USGS,2358000,12/1/1950,8940,A
USGS,2358000,12/2/1950,9600,A
USGS,2358000,12/3/1950,9720,A
USGS,2358000,12/4/1950,9600,A
USGS,2358000,12/5/1950,9300,A
USGS,2358000,12/6/1950,8710,A
USGS,2358000,12/7/1950,8900,A
USGS,2358000,12/8/1950,10500,A
USGS,2358000,12/9/1950,11500,A
USGS,2358000,12/10/1950,11500,A
USGS,2358000,12/11/1950,11500,A
USGS,2358000,12/12/1950,11900,A
USGS,2358000,12/13/1950,11900,A
USGS,2358000,12/14/1950,11900,A
USGS,2358000,12/15/1950,12100,A
USGS,2358000,12/16/1950,13600,A
USGS,2358000,12/17/1950,15400,A
USGS,2358000,12/18/1950,15700,A
USGS,2358000,12/19/1950,14500,A
USGS,2358000,12/20/1950,13000,A
USGS,2358000,12/21/1950,12500,A
USGS,2358000,12/22/1950,12300,A
USGS,2358000,12/23/1950,12200,A
USGS,2358000,12/24/1950,12100,A
USGS,2358000,12/25/1950,12000,A
USGS,2358000,12/26/1950,11800,A
USGS,2358000,12/27/1950,11100,A
USGS,2358000,12/28/1950,10600,A
USGS,2358000,12/29/1950,11000,A
USGS,2358000,12/30/1950,12000,A
USGS,2358000,12/31/1950,16200,A
USGS,2358000,1/1/1951,18500,A
USGS,2358000,1/2/1951,17900,A
USGS,2358000,1/3/1951,17000,A
USGS,2358000,1/4/1951,17000,A
USGS,2358000,1/5/1951,17000,A
USGS,2358000,1/6/1951,16700,A
USGS,2358000,1/7/1951,16100,A
USGS,2358000,1/8/1951,16000,A
USGS,2358000,1/9/1951,15400,A
USGS,2358000,1/10/1951,14800,A
USGS,2358000,1/11/1951,14600,A
USGS,2358000,1/12/1951,14300,A
USGS,2358000,1/13/1951,14000,A
USGS,2358000,1/14/1951,13900,A
USGS,2358000,1/15/1951,13800,A
USGS,2358000,1/16/1951,13500,A
USGS,2358000,1/17/1951,13500,A
USGS,2358000,1/18/1951,14100,A
USGS,2358000,1/19/1951,13800,A
USGS,2358000,1/20/1951,13400,A
USGS,2358000,1/21/1951,13000,A
USGS,2358000,1/22/1951,13000,A
USGS,2358000,1/23/1951,12400,A
USGS,2358000,1/24/1951,11600,A
USGS,2358000,1/25/1951,11800,A
USGS,2358000,1/26/1951,12400,A
USGS,2358000,1/27/1951,12900,A
USGS,2358000,1/28/1951,13000,A
USGS,2358000,1/29/1951,12600,A
USGS,2358000,1/30/1951,12400,A
USGS,2358000,1/31/1951,12300,A
USGS,2358000,2/1/1951,12300,A
USGS,2358000,2/2/1951,12500,A
USGS,2358000,2/3/1951,13300,A
USGS,2358000,2/4/1951,13600,A
USGS,2358000,2/5/1951,13700,A
USGS,2358000,2/6/1951,13300,A
USGS,2358000,2/7/1951,13200,A
USGS,2358000,2/8/1951,13400,A
USGS,2358000,2/9/1951,13900,A
USGS,2358000,2/10/1951,14300,A
USGS,2358000,2/11/1951,14400,A
USGS,2358000,2/12/1951,14200,A
USGS,2358000,2/13/1951,13700,A
USGS,2358000,2/14/1951,13400,A
USGS,2358000,2/15/1951,13000,A
USGS,2358000,2/16/1951,12800,A
USGS,2358000,2/17/1951,12600,A
USGS,2358000,2/18/1951,12400,A
USGS,2358000,2/19/1951,12500,A
USGS,2358000,2/20/1951,12600,A
USGS,2358000,2/21/1951,12400,A
USGS,2358000,2/22/1951,12700,A
USGS,2358000,2/23/1951,12600,A
USGS,2358000,2/24/1951,12700,A
USGS,2358000,2/25/1951,13400,A
USGS,2358000,2/26/1951,13800,A
USGS,2358000,2/27/1951,13900,A
USGS,2358000,2/28/1951,13200,A
USGS,2358000,3/1/1951,13700,A
USGS,2358000,3/2/1951,13800,A
USGS,2358000,3/3/1951,13700,A
USGS,2358000,3/4/1951,13300,A
USGS,2358000,3/5/1951,13000,A
USGS,2358000,3/6/1951,13200,A
USGS,2358000,3/7/1951,13600,A
USGS,2358000,3/8/1951,14100,A
USGS,2358000,3/9/1951,14000,A
USGS,2358000,3/10/1951,13600,A
USGS,2358000,3/11/1951,13600,A
USGS,2358000,3/12/1951,14200,A
USGS,2358000,3/13/1951,14000,A
USGS,2358000,3/14/1951,13800,A
USGS,2358000,3/15/1951,14000,A
USGS,2358000,3/16/1951,14200,A
USGS,2358000,3/17/1951,14100,A
USGS,2358000,3/18/1951,14200,A
USGS,2358000,3/19/1951,15500,A
USGS,2358000,3/20/1951,19200,A
USGS,2358000,3/21/1951,21900,A
USGS,2358000,3/22/1951,21900,A
USGS,2358000,3/23/1951,20700,A
USGS,2358000,3/24/1951,19900,A
USGS,2358000,3/25/1951,19300,A
USGS,2358000,3/26/1951,19000,A
USGS,2358000,3/27/1951,18400,A
USGS,2358000,3/28/1951,17600,A
USGS,2358000,3/29/1951,17300,A
USGS,2358000,3/30/1951,20200,A
USGS,2358000,3/31/1951,25000,A
USGS,2358000,4/1/1951,26400,A
USGS,2358000,4/2/1951,28200,A
USGS,2358000,4/3/1951,27200,A
USGS,2358000,4/4/1951,27000,A
USGS,2358000,4/5/1951,25500,A
USGS,2358000,4/6/1951,24300,A
USGS,2358000,4/7/1951,22100,A
USGS,2358000,4/8/1951,21400,A
USGS,2358000,4/9/1951,21300,A
USGS,2358000,4/10/1951,22600,A
USGS,2358000,4/11/1951,23300,A
USGS,2358000,4/12/1951,21900,A
USGS,2358000,4/13/1951,20400,A
USGS,2358000,4/14/1951,19600,A
USGS,2358000,4/15/1951,18700,A
USGS,2358000,4/16/1951,18400,A
USGS,2358000,4/17/1951,18400,A
USGS,2358000,4/18/1951,20000,A
USGS,2358000,4/19/1951,20600,A
USGS,2358000,4/20/1951,21300,A
USGS,2358000,4/21/1951,22800,A
USGS,2358000,4/22/1951,22800,A
USGS,2358000,4/23/1951,25300,A
USGS,2358000,4/24/1951,33000,A
USGS,2358000,4/25/1951,36000,A
USGS,2358000,4/26/1951,34800,A
USGS,2358000,4/27/1951,30500,A
USGS,2358000,4/28/1951,26100,A
USGS,2358000,4/29/1951,24500,A
USGS,2358000,4/30/1951,24100,A
USGS,2358000,5/1/1951,23000,A
USGS,2358000,5/2/1951,21500,A
USGS,2358000,5/3/1951,20200,A
USGS,2358000,5/4/1951,18800,A
USGS,2358000,5/5/1951,18000,A
USGS,2358000,5/6/1951,17100,A
USGS,2358000,5/7/1951,16400,A
USGS,2358000,5/8/1951,15300,A
USGS,2358000,5/9/1951,13900,A
USGS,2358000,5/10/1951,13400,A
USGS,2358000,5/11/1951,14000,A
USGS,2358000,5/12/1951,13600,A
USGS,2358000,5/13/1951,13500,A
USGS,2358000,5/14/1951,13100,A
USGS,2358000,5/15/1951,12000,A
USGS,2358000,5/16/1951,11600,A
USGS,2358000,5/17/1951,11600,A
USGS,2358000,5/18/1951,11200,A
USGS,2358000,5/19/1951,11000,A
USGS,2358000,5/20/1951,11400,A
USGS,2358000,5/21/1951,11500,A
USGS,2358000,5/22/1951,10700,A
USGS,2358000,5/23/1951,9280,A
USGS,2358000,5/24/1951,10000,A
USGS,2358000,5/25/1951,11000,A
USGS,2358000,5/26/1951,11500,A
USGS,2358000,5/27/1951,11800,A
USGS,2358000,5/28/1951,12100,A
USGS,2358000,5/29/1951,11200,A
USGS,2358000,5/30/1951,10400,A
USGS,2358000,5/31/1951,10600,A
USGS,2358000,6/1/1951,11000,A
USGS,2358000,6/2/1951,10800,A
USGS,2358000,6/3/1951,10300,A
USGS,2358000,6/4/1951,10500,A
USGS,2358000,6/5/1951,9880,A
USGS,2358000,6/6/1951,8830,A
USGS,2358000,6/7/1951,8520,A
USGS,2358000,6/8/1951,9640,A
USGS,2358000,6/9/1951,9680,A
USGS,2358000,6/10/1951,9380,A
USGS,2358000,6/11/1951,9090,A
USGS,2358000,6/12/1951,8260,A
USGS,2358000,6/13/1951,7470,A
USGS,2358000,6/14/1951,7290,A
USGS,2358000,6/15/1951,9280,A
USGS,2358000,6/16/1951,9320,A
USGS,2358000,6/17/1951,9400,A
USGS,2358000,6/18/1951,9740,A
USGS,2358000,6/19/1951,9000,A
USGS,2358000,6/20/1951,8540,A
USGS,2358000,6/21/1951,9340,A
USGS,2358000,6/22/1951,10200,A
USGS,2358000,6/23/1951,10200,A
USGS,2358000,6/24/1951,9760,A
USGS,2358000,6/25/1951,9840,A
USGS,2358000,6/26/1951,9660,A
USGS,2358000,6/27/1951,9800,A
USGS,2358000,6/28/1951,10000,A
USGS,2358000,6/29/1951,10800,A
USGS,2358000,6/30/1951,10900,A
USGS,2358000,7/1/1951,10600,A
USGS,2358000,7/2/1951,10400,A
USGS,2358000,7/3/1951,9420,A
USGS,2358000,7/4/1951,9740,A
USGS,2358000,7/5/1951,12700,A
USGS,2358000,7/6/1951,14100,A
USGS,2358000,7/7/1951,13900,A
USGS,2358000,7/8/1951,14100,A
USGS,2358000,7/9/1951,14100,A
USGS,2358000,7/10/1951,13400,A
USGS,2358000,7/11/1951,12200,A
USGS,2358000,7/12/1951,11500,A
USGS,2358000,7/13/1951,10900,A
USGS,2358000,7/14/1951,9940,A
USGS,2358000,7/15/1951,9000,A
USGS,2358000,7/16/1951,8940,A
USGS,2358000,7/17/1951,8460,A
USGS,2358000,7/18/1951,7720,A
USGS,2358000,7/19/1951,7990,A
USGS,2358000,7/20/1951,8560,A
USGS,2358000,7/21/1951,9240,A
USGS,2358000,7/22/1951,8920,A
USGS,2358000,7/23/1951,8410,A
USGS,2358000,7/24/1951,8010,A
USGS,2358000,7/25/1951,7650,A
USGS,2358000,7/26/1951,7410,A
USGS,2358000,7/27/1951,7740,A
USGS,2358000,7/28/1951,7700,A
USGS,2358000,7/29/1951,7670,A
USGS,2358000,7/30/1951,8480,A
USGS,2358000,7/31/1951,8660,A
USGS,2358000,8/1/1951,8670,A
USGS,2358000,8/2/1951,9420,A
USGS,2358000,8/3/1951,9900,A
USGS,2358000,8/4/1951,10200,A
USGS,2358000,8/5/1951,9940,A
USGS,2358000,8/6/1951,9430,A
USGS,2358000,8/7/1951,8620,A
USGS,2358000,8/8/1951,7760,A
USGS,2358000,8/9/1951,7380,A
USGS,2358000,8/10/1951,8180,A
USGS,2358000,8/11/1951,8940,A
USGS,2358000,8/12/1951,8940,A
USGS,2358000,8/13/1951,8430,A
USGS,2358000,8/14/1951,7840,A
USGS,2358000,8/15/1951,7290,A
USGS,2358000,8/16/1951,8560,A
USGS,2358000,8/17/1951,8280,A
USGS,2358000,8/18/1951,8080,A
USGS,2358000,8/19/1951,8080,A
USGS,2358000,8/20/1951,8280,A
USGS,2358000,8/21/1951,7800,A
USGS,2358000,8/22/1951,7150,A
USGS,2358000,8/23/1951,7200,A
USGS,2358000,8/24/1951,7340,A
USGS,2358000,8/25/1951,7400,A
USGS,2358000,8/26/1951,7430,A
USGS,2358000,8/27/1951,7900,A
USGS,2358000,8/28/1951,7230,A
USGS,2358000,8/29/1951,6740,A
USGS,2358000,8/30/1951,6750,A
USGS,2358000,8/31/1951,6840,A
USGS,2358000,9/1/1951,6800,A
USGS,2358000,9/2/1951,6920,A
USGS,2358000,9/3/1951,6780,A
USGS,2358000,9/4/1951,6730,A
USGS,2358000,9/5/1951,6310,A
USGS,2358000,9/6/1951,6090,A
USGS,2358000,9/7/1951,6090,A
USGS,2358000,9/8/1951,6270,A
USGS,2358000,9/9/1951,6270,A
USGS,2358000,9/10/1951,6270,A
USGS,2358000,9/11/1951,6240,A
USGS,2358000,9/12/1951,6260,A
USGS,2358000,9/13/1951,6310,A
USGS,2358000,9/14/1951,6280,A
USGS,2358000,9/15/1951,6350,A
USGS,2358000,9/16/1951,6480,A
USGS,2358000,9/17/1951,6600,A
USGS,2358000,9/18/1951,6570,A
USGS,2358000,9/19/1951,6220,A
USGS,2358000,9/20/1951,6180,A
USGS,2358000,9/21/1951,6360,A
USGS,2358000,9/22/1951,6360,A
USGS,2358000,9/23/1951,6360,A
USGS,2358000,9/24/1951,6430,A
USGS,2358000,9/25/1951,6530,A
USGS,2358000,9/26/1951,8280,A
USGS,2358000,9/27/1951,9490,A
USGS,2358000,9/28/1951,12100,A
USGS,2358000,9/29/1951,14600,A
USGS,2358000,9/30/1951,14600,A
USGS,2358000,10/1/1951,13400,A
USGS,2358000,10/2/1951,11900,A
USGS,2358000,10/3/1951,10400,A
USGS,2358000,10/4/1951,9320,A
USGS,2358000,10/5/1951,8900,A
USGS,2358000,10/6/1951,8620,A
USGS,2358000,10/7/1951,8070,A
USGS,2358000,10/8/1951,7410,A
USGS,2358000,10/9/1951,6900,A
USGS,2358000,10/10/1951,6600,A
USGS,2358000,10/11/1951,6500,A
USGS,2358000,10/12/1951,6570,A
USGS,2358000,10/13/1951,6540,A
USGS,2358000,10/14/1951,6480,A
USGS,2358000,10/15/1951,6430,A
USGS,2358000,10/16/1951,6340,A
USGS,2358000,10/17/1951,6100,A
USGS,2358000,10/18/1951,6100,A
USGS,2358000,10/19/1951,6130,A
USGS,2358000,10/20/1951,6220,A
USGS,2358000,10/21/1951,6130,A
USGS,2358000,10/22/1951,6210,A
USGS,2358000,10/23/1951,6340,A
USGS,2358000,10/24/1951,6260,A
USGS,2358000,10/25/1951,6220,A
USGS,2358000,10/26/1951,6230,A
USGS,2358000,10/27/1951,6270,A
USGS,2358000,10/28/1951,6310,A
USGS,2358000,10/29/1951,6340,A
USGS,2358000,10/30/1951,6380,A
USGS,2358000,10/31/1951,6350,A
USGS,2358000,11/1/1951,6530,A
USGS,2358000,11/2/1951,7990,A
USGS,2358000,11/3/1951,10000,A
USGS,2358000,11/4/1951,12000,A
USGS,2358000,11/5/1951,12500,A
USGS,2358000,11/6/1951,12300,A
USGS,2358000,11/7/1951,11800,A
USGS,2358000,11/8/1951,11600,A
USGS,2358000,11/9/1951,11600,A
USGS,2358000,11/10/1951,12000,A
USGS,2358000,11/11/1951,12700,A
USGS,2358000,11/12/1951,12300,A
USGS,2358000,11/13/1951,11100,A
USGS,2358000,11/14/1951,10000,A
USGS,2358000,11/15/1951,10400,A
USGS,2358000,11/16/1951,11300,A
USGS,2358000,11/17/1951,11900,A
USGS,2358000,11/18/1951,12700,A
USGS,2358000,11/19/1951,12900,A
USGS,2358000,11/20/1951,13000,A
USGS,2358000,11/21/1951,12500,A
USGS,2358000,11/22/1951,12500,A
USGS,2358000,11/23/1951,12500,A
USGS,2358000,11/24/1951,12000,A
USGS,2358000,11/25/1951,10700,A
USGS,2358000,11/26/1951,10100,A
USGS,2358000,11/27/1951,9490,A
USGS,2358000,11/28/1951,8840,A
USGS,2358000,11/29/1951,9150,A
USGS,2358000,11/30/1951,10300,A
USGS,2358000,12/1/1951,10900,A
USGS,2358000,12/2/1951,10700,A
USGS,2358000,12/3/1951,10300,A
USGS,2358000,12/4/1951,9340,A
USGS,2358000,12/5/1951,8730,A
USGS,2358000,12/6/1951,10300,A
USGS,2358000,12/7/1951,12800,A
USGS,2358000,12/8/1951,13600,A
USGS,2358000,12/9/1951,13500,A
USGS,2358000,12/10/1951,13500,A
USGS,2358000,12/11/1951,13300,A
USGS,2358000,12/12/1951,12700,A
USGS,2358000,12/13/1951,12400,A
USGS,2358000,12/14/1951,12800,A
USGS,2358000,12/15/1951,13500,A
USGS,2358000,12/16/1951,14000,A
USGS,2358000,12/17/1951,14300,A
USGS,2358000,12/18/1951,14300,A
USGS,2358000,12/19/1951,14500,A
USGS,2358000,12/20/1951,16100,A
USGS,2358000,12/21/1951,18500,A
USGS,2358000,12/22/1951,21700,A
USGS,2358000,12/23/1951,29000,A
USGS,2358000,12/24/1951,38500,A
USGS,2358000,12/25/1951,42900,A
USGS,2358000,12/26/1951,43700,A
USGS,2358000,12/27/1951,42800,A
USGS,2358000,12/28/1951,41600,A
USGS,2358000,12/29/1951,39700,A
USGS,2358000,12/30/1951,34500,A
USGS,2358000,12/31/1951,32300,A
USGS,2358000,1/1/1952,29600,A
USGS,2358000,1/2/1952,26800,A
USGS,2358000,1/3/1952,24700,A
USGS,2358000,1/4/1952,23800,A
USGS,2358000,1/5/1952,22800,A
USGS,2358000,1/6/1952,21900,A
USGS,2358000,1/7/1952,21000,A
USGS,2358000,1/8/1952,19400,A
USGS,2358000,1/9/1952,18400,A
USGS,2358000,1/10/1952,18700,A
USGS,2358000,1/11/1952,19200,A
USGS,2358000,1/12/1952,19100,A
USGS,2358000,1/13/1952,19000,A
USGS,2358000,1/14/1952,18400,A
USGS,2358000,1/15/1952,16400,A
USGS,2358000,1/16/1952,14500,A
USGS,2358000,1/17/1952,14800,A
USGS,2358000,1/18/1952,15700,A
USGS,2358000,1/19/1952,15600,A
USGS,2358000,1/20/1952,15600,A
USGS,2358000,1/21/1952,15100,A
USGS,2358000,1/22/1952,14200,A
USGS,2358000,1/23/1952,13600,A
USGS,2358000,1/24/1952,14100,A
USGS,2358000,1/25/1952,16000,A
USGS,2358000,1/26/1952,16800,A
USGS,2358000,1/27/1952,16700,A
USGS,2358000,1/28/1952,17100,A
USGS,2358000,1/29/1952,19500,A
USGS,2358000,1/30/1952,19700,A
USGS,2358000,1/31/1952,31800,A
USGS,2358000,2/1/1952,32900,A
USGS,2358000,2/2/1952,28800,A
USGS,2358000,2/3/1952,24800,A
USGS,2358000,2/4/1952,23800,A
USGS,2358000,2/5/1952,26900,A
USGS,2358000,2/6/1952,28800,A
USGS,2358000,2/7/1952,28300,A
USGS,2358000,2/8/1952,27100,A
USGS,2358000,2/9/1952,26200,A
USGS,2358000,2/10/1952,24000,A
USGS,2358000,2/11/1952,22700,A
USGS,2358000,2/12/1952,22100,A
USGS,2358000,2/13/1952,22700,A
USGS,2358000,2/14/1952,22400,A
USGS,2358000,2/15/1952,22600,A
USGS,2358000,2/16/1952,30300,A
USGS,2358000,2/17/1952,36000,A
USGS,2358000,2/18/1952,36100,A
USGS,2358000,2/19/1952,33500,A
USGS,2358000,2/20/1952,32600,A
USGS,2358000,2/21/1952,33600,A
USGS,2358000,2/22/1952,34200,A
USGS,2358000,2/23/1952,34400,A
USGS,2358000,2/24/1952,32900,A
USGS,2358000,2/25/1952,31300,A
USGS,2358000,2/26/1952,29500,A
USGS,2358000,2/27/1952,28600,A
USGS,2358000,2/28/1952,32900,A
USGS,2358000,2/29/1952,38200,A
USGS,2358000,3/1/1952,38000,A
USGS,2358000,3/2/1952,37000,A
USGS,2358000,3/3/1952,36200,A
USGS,2358000,3/4/1952,35800,A
USGS,2358000,3/5/1952,40900,A
USGS,2358000,3/6/1952,55600,A
USGS,2358000,3/7/1952,63600,A
USGS,2358000,3/8/1952,70400,A
USGS,2358000,3/9/1952,70500,A
USGS,2358000,3/10/1952,63900,A
USGS,2358000,3/11/1952,56600,A
USGS,2358000,3/12/1952,58000,A
USGS,2358000,3/13/1952,65200,A
USGS,2358000,3/14/1952,71000,A
USGS,2358000,3/15/1952,74500,A
USGS,2358000,3/16/1952,72200,A
USGS,2358000,3/17/1952,66200,A
USGS,2358000,3/18/1952,61200,A
USGS,2358000,3/19/1952,54600,A
USGS,2358000,3/20/1952,47800,A
USGS,2358000,3/21/1952,44500,A
USGS,2358000,3/22/1952,41600,A
USGS,2358000,3/23/1952,39400,A
USGS,2358000,3/24/1952,43800,A
USGS,2358000,3/25/1952,57000,A
USGS,2358000,3/26/1952,66700,A
USGS,2358000,3/27/1952,78200,A
USGS,2358000,3/28/1952,86100,A
USGS,2358000,3/29/1952,85200,A
USGS,2358000,3/30/1952,76900,A
USGS,2358000,3/31/1952,66200,A
USGS,2358000,4/1/1952,59600,A
USGS,2358000,4/2/1952,55800,A
USGS,2358000,4/3/1952,52100,A
USGS,2358000,4/4/1952,46800,A
USGS,2358000,4/5/1952,41300,A
USGS,2358000,4/6/1952,39300,A
USGS,2358000,4/7/1952,38400,A
USGS,2358000,4/8/1952,36200,A
USGS,2358000,4/9/1952,34300,A
USGS,2358000,4/10/1952,33300,A
USGS,2358000,4/11/1952,31000,A
USGS,2358000,4/12/1952,28800,A
USGS,2358000,4/13/1952,28800,A
USGS,2358000,4/14/1952,28800,A
USGS,2358000,4/15/1952,30300,A
USGS,2358000,4/16/1952,30600,A
USGS,2358000,4/17/1952,29500,A
USGS,2358000,4/18/1952,28000,A
USGS,2358000,4/19/1952,26500,A
USGS,2358000,4/20/1952,26200,A
USGS,2358000,4/21/1952,25800,A
USGS,2358000,4/22/1952,23900,A
USGS,2358000,4/23/1952,22000,A
USGS,2358000,4/24/1952,22700,A
USGS,2358000,4/25/1952,22200,A
USGS,2358000,4/26/1952,21200,A
USGS,2358000,4/27/1952,22200,A
USGS,2358000,4/28/1952,23300,A
USGS,2358000,4/29/1952,22600,A
USGS,2358000,4/30/1952,21800,A
USGS,2358000,5/1/1952,23700,A
USGS,2358000,5/2/1952,23900,A
USGS,2358000,5/3/1952,23100,A
USGS,2358000,5/4/1952,22300,A
USGS,2358000,5/5/1952,21100,A
USGS,2358000,5/6/1952,19500,A
USGS,2358000,5/7/1952,17600,A
USGS,2358000,5/8/1952,17600,A
USGS,2358000,5/9/1952,17700,A
USGS,2358000,5/10/1952,17600,A
USGS,2358000,5/11/1952,17800,A
USGS,2358000,5/12/1952,18500,A
USGS,2358000,5/13/1952,19500,A
USGS,2358000,5/14/1952,19800,A
USGS,2358000,5/15/1952,20200,A
USGS,2358000,5/16/1952,20000,A
USGS,2358000,5/17/1952,19500,A
USGS,2358000,5/18/1952,19000,A
USGS,2358000,5/19/1952,18100,A
USGS,2358000,5/20/1952,16700,A
USGS,2358000,5/21/1952,16600,A
USGS,2358000,5/22/1952,16700,A
USGS,2358000,5/23/1952,15900,A
USGS,2358000,5/24/1952,16000,A
USGS,2358000,5/25/1952,16300,A
USGS,2358000,5/26/1952,16800,A
USGS,2358000,5/27/1952,22000,A
USGS,2358000,5/28/1952,25400,A
USGS,2358000,5/29/1952,24900,A
USGS,2358000,5/30/1952,24500,A
USGS,2358000,5/31/1952,29800,A
USGS,2358000,6/1/1952,31800,A
USGS,2358000,6/2/1952,29200,A
USGS,2358000,6/3/1952,26200,A
USGS,2358000,6/4/1952,24500,A
USGS,2358000,6/5/1952,22700,A
USGS,2358000,6/6/1952,19800,A
USGS,2358000,6/7/1952,17700,A
USGS,2358000,6/8/1952,17700,A
USGS,2358000,6/9/1952,17300,A
USGS,2358000,6/10/1952,16100,A
USGS,2358000,6/11/1952,15700,A
USGS,2358000,6/12/1952,15400,A
USGS,2358000,6/13/1952,15100,A
USGS,2358000,6/14/1952,14200,A
USGS,2358000,6/15/1952,14400,A
USGS,2358000,6/16/1952,14500,A
USGS,2358000,6/17/1952,13700,A
USGS,2358000,6/18/1952,12900,A
USGS,2358000,6/19/1952,13600,A
USGS,2358000,6/20/1952,15100,A
USGS,2358000,6/21/1952,15400,A
USGS,2358000,6/22/1952,15300,A
USGS,2358000,6/23/1952,14600,A
USGS,2358000,6/24/1952,13000,A
USGS,2358000,6/25/1952,12000,A
USGS,2358000,6/26/1952,12400,A
USGS,2358000,6/27/1952,13700,A
USGS,2358000,6/28/1952,14800,A
USGS,2358000,6/29/1952,15000,A
USGS,2358000,6/30/1952,14100,A
USGS,2358000,7/1/1952,12500,A
USGS,2358000,7/2/1952,11600,A
USGS,2358000,7/3/1952,11300,A
USGS,2358000,7/4/1952,11100,A
USGS,2358000,7/5/1952,10500,A
USGS,2358000,7/6/1952,9800,A
USGS,2358000,7/7/1952,9260,A
USGS,2358000,7/8/1952,8880,A
USGS,2358000,7/9/1952,8900,A
USGS,2358000,7/10/1952,9020,A
USGS,2358000,7/11/1952,9940,A
USGS,2358000,7/12/1952,9920,A
USGS,2358000,7/13/1952,9640,A
USGS,2358000,7/14/1952,9260,A
USGS,2358000,7/15/1952,9000,A
USGS,2358000,7/16/1952,8750,A
USGS,2358000,7/17/1952,8730,A
USGS,2358000,7/18/1952,9150,A
USGS,2358000,7/19/1952,8940,A
USGS,2358000,7/20/1952,8770,A
USGS,2358000,7/21/1952,8370,A
USGS,2358000,7/22/1952,8380,A
USGS,2358000,7/23/1952,8390,A
USGS,2358000,7/24/1952,8410,A
USGS,2358000,7/25/1952,8900,A
USGS,2358000,7/26/1952,8730,A
USGS,2358000,7/27/1952,8670,A
USGS,2358000,7/28/1952,8670,A
USGS,2358000,7/29/1952,8450,A
USGS,2358000,7/30/1952,7710,A
USGS,2358000,7/31/1952,7660,A
USGS,2358000,8/1/1952,7760,A
USGS,2358000,8/2/1952,8030,A
USGS,2358000,8/3/1952,8210,A
USGS,2358000,8/4/1952,8210,A
USGS,2358000,8/5/1952,7870,A
USGS,2358000,8/6/1952,7590,A
USGS,2358000,8/7/1952,7540,A
USGS,2358000,8/8/1952,8120,A
USGS,2358000,8/9/1952,9060,A
USGS,2358000,8/10/1952,9480,A
USGS,2358000,8/11/1952,9640,A
USGS,2358000,8/12/1952,9700,A
USGS,2358000,8/13/1952,9800,A
USGS,2358000,8/14/1952,9840,A
USGS,2358000,8/15/1952,11100,A
USGS,2358000,8/16/1952,12500,A
USGS,2358000,8/17/1952,13200,A
USGS,2358000,8/18/1952,13000,A
USGS,2358000,8/19/1952,11200,A
USGS,2358000,8/20/1952,9920,A
USGS,2358000,8/21/1952,9840,A
USGS,2358000,8/22/1952,10800,A
USGS,2358000,8/23/1952,10800,A
USGS,2358000,8/24/1952,10600,A
USGS,2358000,8/25/1952,10800,A
USGS,2358000,8/26/1952,10200,A
USGS,2358000,8/27/1952,9600,A
USGS,2358000,8/28/1952,9280,A
USGS,2358000,8/29/1952,9720,A
